"date","poll","unit","region_id","process_id","source","timezone","value","region_name","country"
2020-07-27,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",19.9432178913262,"Berlin","DE"
2020-07-26,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",17.3050572164186,"Berlin","DE"
2020-07-25,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",16.6217215301056,"Berlin","DE"
2020-07-24,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",21.3628076300572,"Berlin","DE"
2020-07-23,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",21.6620693276467,"Berlin","DE"
2020-07-22,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",21.7137506847831,"Berlin","DE"
2020-07-21,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",17.7452175764159,"Berlin","DE"
2020-07-20,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",18.243819489976,"Berlin","DE"
2020-07-19,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",18.8693709923866,"Berlin","DE"
2020-07-18,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",17.3256994435043,"Berlin","DE"
2020-07-17,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",24.606655765694,"Berlin","DE"
2020-07-16,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",23.5286055499323,"Berlin","DE"
2020-07-15,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",19.1993117235724,"Berlin","DE"
2020-07-14,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",23.0748680340752,"Berlin","DE"
2020-07-13,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",18.7419682413532,"Berlin","DE"
2020-07-12,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",13.8470390351336,"Berlin","DE"
2020-07-11,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",17.0638969072562,"Berlin","DE"
2020-07-10,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",16.4839324959355,"Berlin","DE"
2020-07-09,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",17.7771246411747,"Berlin","DE"
2020-07-08,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",20.4574690793386,"Berlin","DE"
2020-07-07,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",22.3263071258505,"Berlin","DE"
2020-07-06,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",19.673093967963,"Berlin","DE"
2020-07-05,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",13.7561353276518,"Berlin","DE"
2020-07-04,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",18.9078660021796,"Berlin","DE"
2020-07-03,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",22.1225988679225,"Berlin","DE"
2020-07-02,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",21.3045238197403,"Berlin","DE"
2020-07-01,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",17.837150472536,"Berlin","DE"
2020-06-30,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",25.5408288529034,"Berlin","DE"
2020-06-29,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",25.1905602276808,"Berlin","DE"
2020-06-28,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",20.0045138152987,"Berlin","DE"
2020-06-27,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",20.9708878293112,"Berlin","DE"
2020-06-26,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",25.3079383895202,"Berlin","DE"
2020-06-25,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",25.1538343545963,"Berlin","DE"
2020-06-24,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",14.882058832754,"Berlin","DE"
2020-06-23,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",19.2135191022708,"Berlin","DE"
2020-06-22,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",20.9799394709905,"Berlin","DE"
2020-06-21,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",16.187576147092,"Berlin","DE"
2020-06-20,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",18.1823838384842,"Berlin","DE"
2020-06-19,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",21.4620761414515,"Berlin","DE"
2020-06-18,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",19.4957577106354,"Berlin","DE"
2020-06-17,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",23.8779602826397,"Berlin","DE"
2020-06-16,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",21.1843885179367,"Berlin","DE"
2020-06-15,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",20.8289829785498,"Berlin","DE"
2020-06-14,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",22.3939910913947,"Berlin","DE"
2020-06-13,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",17.9680614495872,"Berlin","DE"
2020-06-12,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",21.115547232217,"Berlin","DE"
2020-06-11,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",19.0364151434521,"Berlin","DE"
2020-06-10,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",22.329845075339,"Berlin","DE"
2020-06-09,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",19.7293201421861,"Berlin","DE"
2020-06-08,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",15.6276414110977,"Berlin","DE"
2020-06-07,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",16.0290175776637,"Berlin","DE"
2020-06-06,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",17.0571800538476,"Berlin","DE"
2020-06-05,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",21.3891787422352,"Berlin","DE"
2020-06-04,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",21.3859441320629,"Berlin","DE"
2020-06-03,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",19.4245427189013,"Berlin","DE"
2020-06-02,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",15.0026221742596,"Berlin","DE"
2020-06-01,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",18.8685067258362,"Berlin","DE"
2020-05-31,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",10.3182125072955,"Berlin","DE"
2020-05-30,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",17.2549832076278,"Berlin","DE"
2020-05-29,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",17.1868624826791,"Berlin","DE"
2020-05-28,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",16.8384808150079,"Berlin","DE"
2020-05-27,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",21.3538938821993,"Berlin","DE"
2020-05-26,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",17.9939468944916,"Berlin","DE"
2020-05-25,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",19.5766099785624,"Berlin","DE"
